               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  60,            0.019875,            0.014775,                   0,             0.96172,              0.8631,             0.96386,             0.64963,            0.023428,            0.016645,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.019542,            0.013656,                   0,              0.9545,             0.96082,              0.9832,             0.66779,            0.019927,            0.010269,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.018668,             0.01379,                   0,             0.96893,             0.95223,              0.9867,             0.67727,             0.02087,            0.010346,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.019743,            0.012858,                   0,             0.95267,              0.9542,             0.98381,             0.62851,            0.022242,            0.010792,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.018862,            0.013009,                   0,             0.95541,             0.95802,             0.98383,             0.60969,            0.024091,            0.011279,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.019404,              0.0141,                   0,             0.95271,             0.96183,             0.98349,             0.63486,            0.024358,            0.011083,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.019042,            0.013378,                   0,             0.95494,             0.97328,             0.98141,             0.65152,            0.021219,            0.010713,                   0,            0.003565,            0.003565,            0.003565
                  67,             0.01849,            0.013065,                   0,              0.9694,             0.96745,             0.98568,             0.66003,            0.020692,            0.010684,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.019648,            0.012853,                   0,              0.9571,             0.93665,             0.97372,             0.65618,            0.022854,              0.0113,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.017917,            0.013008,                   0,             0.94893,              0.9771,             0.98032,             0.66237,            0.020462,            0.010383,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.017904,            0.012796,                   0,             0.95483,             0.96947,             0.98201,             0.65658,            0.020295,            0.010662,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.018088,            0.013597,                   0,              0.9591,             0.95802,             0.98252,             0.62841,            0.022266,            0.011269,                   0,             0.00307,             0.00307,             0.00307
                  72,              0.0181,             0.01344,                   0,             0.97622,             0.95038,             0.98365,             0.66126,            0.020749,            0.010732,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.017224,             0.01259,                   0,             0.96522,             0.95321,             0.98474,             0.68694,              0.0203,            0.010727,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.016751,            0.013237,                   0,             0.95069,             0.97328,             0.98487,             0.69888,            0.020253,            0.010966,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.017064,            0.012897,                   0,             0.96533,             0.95632,             0.98966,             0.66864,            0.020191,            0.010473,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.017461,            0.012893,                   0,             0.96163,             0.95652,             0.98697,             0.65732,             0.02136,            0.010979,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.017057,            0.012907,                   0,             0.97249,             0.96183,             0.98616,             0.61389,            0.023485,            0.011241,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.017446,            0.013608,                   0,             0.96827,              0.9542,             0.98075,             0.66349,            0.020848,            0.011051,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.017294,            0.012506,                   0,             0.94963,             0.93552,             0.98029,             0.66555,            0.020402,            0.011241,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.017111,            0.013712,                   0,             0.97028,             0.94275,             0.98064,             0.66055,             0.02073,            0.011076,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.016537,            0.012005,                   0,             0.96074,             0.95038,             0.98109,             0.67149,            0.020494,            0.011069,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.016245,            0.012882,                   0,             0.97091,              0.9542,             0.98505,             0.68491,            0.020706,            0.010913,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.016181,            0.011926,                   0,             0.96166,             0.95738,             0.98396,              0.6731,            0.020415,            0.010944,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.015778,            0.012741,                   0,             0.97265,             0.95002,             0.98246,             0.68144,            0.020413,            0.011374,                   0,            0.001783,            0.001783,            0.001783
                  85,              0.0155,            0.012143,                   0,             0.96524,             0.96183,             0.98491,             0.69542,            0.019991,             0.01113,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.015959,             0.01157,                   0,             0.96255,             0.93511,             0.98079,             0.65571,            0.021279,            0.011461,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.015698,            0.012428,                   0,              0.9456,             0.95802,             0.97437,             0.64747,            0.021352,            0.011595,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.014981,            0.012204,                   0,             0.96917,             0.95977,             0.98267,             0.68115,            0.019982,            0.011369,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.015434,            0.011476,                   0,             0.95439,             0.95835,              0.9798,             0.66821,            0.020466,            0.011461,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.014312,            0.011032,                   0,             0.94295,             0.96947,             0.98088,             0.67223,            0.020298,            0.011364,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.015192,            0.012415,                   0,             0.94935,             0.96947,             0.98021,             0.66423,            0.021061,            0.011511,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.014816,            0.011336,                   0,             0.97406,             0.94275,             0.98364,             0.67151,            0.019812,            0.011201,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.014767,            0.011737,                   0,             0.95797,             0.95802,             0.98309,             0.67071,            0.020914,            0.011458,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.014652,            0.011334,                   0,             0.97533,             0.95038,             0.97901,             0.69031,            0.019823,            0.011736,                   0,            0.000793,            0.000793,            0.000793
                  95,             0.01505,            0.011751,                   0,             0.95434,             0.95721,             0.97635,             0.66818,            0.020666,            0.012002,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.014927,            0.010993,                   0,             0.97553,             0.94656,             0.98282,             0.67704,            0.019787,            0.011571,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.014621,            0.011545,                   0,             0.97278,             0.94275,             0.98134,             0.68208,            0.019679,            0.011452,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.014647,            0.012258,                   0,             0.96868,             0.94454,             0.98348,             0.68109,            0.019788,            0.011442,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.014417,            0.011392,                   0,             0.95001,             0.95802,             0.98417,             0.67995,            0.019836,            0.011478,                   0,            0.000298,            0.000298,            0.000298
